INFO 2025-06-06 01:19:54,744 autoreload Watching for file changes with StatReloader
INFO 2025-06-06 01:21:52,144 basehttp "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2025-06-06 01:21:52,145 basehttp "GET /static/admin/css/login.css HTTP/1.1" 304 0
INFO 2025-06-06 01:21:52,149 basehttp "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2025-06-06 01:21:54,713 basehttp "POST /admin/login/?next=/admin/ HTTP/1.1" 302 0
INFO 2025-06-06 01:21:54,734 basehttp "GET /admin/ HTTP/1.1" 200 12793
INFO 2025-06-06 01:21:54,802 basehttp "GET /static/admin/css/dashboard.css HTTP/1.1" 304 0
INFO 2025-06-06 01:21:54,854 basehttp "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 304 0
INFO 2025-06-06 01:21:54,857 basehttp "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 304 0
INFO 2025-06-06 01:21:54,857 basehttp "GET /static/admin/img/icon-viewlink.svg HTTP/1.1" 304 0
INFO 2025-06-06 01:21:58,671 basehttp "GET /admin/inventory/productcategory/ HTTP/1.1" 200 13823
INFO 2025-06-06 01:21:58,686 basehttp "GET /static/admin/css/changelists.css HTTP/1.1" 304 0
INFO 2025-06-06 01:21:58,689 basehttp "GET /static/admin/js/jquery.init.js HTTP/1.1" 304 0
INFO 2025-06-06 01:21:58,691 basehttp "GET /static/admin/js/core.js HTTP/1.1" 304 0
INFO 2025-06-06 01:21:58,693 basehttp "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 304 0
INFO 2025-06-06 01:21:58,696 basehttp "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 304 0
INFO 2025-06-06 01:21:58,694 basehttp "GET /static/admin/js/actions.js HTTP/1.1" 304 0
INFO 2025-06-06 01:21:58,699 basehttp "GET /static/admin/js/urlify.js HTTP/1.1" 304 0
INFO 2025-06-06 01:21:58,699 basehttp "GET /static/admin/js/prepopulate.js HTTP/1.1" 304 0
INFO 2025-06-06 01:21:58,701 basehttp "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 304 0
INFO 2025-06-06 01:21:58,704 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 8691
INFO 2025-06-06 01:21:58,706 basehttp "GET /static/admin/img/search.svg HTTP/1.1" 304 0
INFO 2025-06-06 01:21:58,750 basehttp "GET /static/admin/js/filters.js HTTP/1.1" 304 0
INFO 2025-06-06 01:21:58,786 basehttp "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 304 0
INFO 2025-06-06 01:22:02,386 basehttp "GET /admin/inventory/productcategory/add/ HTTP/1.1" 200 16638
INFO 2025-06-06 01:22:02,414 basehttp "GET /static/admin/css/forms.css HTTP/1.1" 200 8525
INFO 2025-06-06 01:22:02,414 basehttp "GET /static/admin/js/prepopulate_init.js HTTP/1.1" 200 586
INFO 2025-06-06 01:22:02,417 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 8691
INFO 2025-06-06 01:22:02,422 basehttp "GET /static/admin/js/change_form.js HTTP/1.1" 200 606
INFO 2025-06-06 01:22:02,465 basehttp "GET /static/admin/css/widgets.css HTTP/1.1" 200 11991
INFO 2025-06-06 01:22:13,051 basehttp "GET /admin/inventory/productcategory/ HTTP/1.1" 200 13823
INFO 2025-06-06 01:22:13,072 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 8691
